epoch,learning_rate,train_mse,train_rmse,train_relative_l2,train_seconds,validation_mse,validation_rmse,validation_relative_l2,validation_seconds
1,0.0009938626377866762,3.639332135728543,1.9077033668074665,1.000329894001721,14.13262395747006,,,,
2,0.0009756016733731341,3.6371417165668665,1.907129181929443,1.0000289770953683,14.157727919518948,,,,
3,0.0009456667523079014,3.6368898203592814,1.9070631401081826,0.9999942922919488,13.267477860674262,,,,
4,0.0009047949716959113,3.6366011976047905,1.9069874665568178,0.9999545020858144,12.79662743024528,,,,
5,0.0008539927304214939,3.636368463073852,1.9069264440648601,0.9999226138769942,12.793988374993205,,,,
6,0.000794510948267798,3.635866666666667,1.9067948674848763,0.9998536747953479,12.680092804133892,,,,
7,0.0007278142641201641,3.6357185628742514,1.9067560312935294,0.9998332556407197,12.753814904019237,,,,
8,0.0006555449716959114,3.6348542914171658,1.9065293838326138,0.999714464852087,12.757006481289864,,,,
9,0.0005794825808225553,3.633408383233533,1.9061501470853583,0.9995156069351571,12.838378811255097,,,,
10,0.0005015000000000001,3.6319552894211578,1.9057689496424162,0.9993157209009288,13.032662840560079,3.5721501996007983,1.890013280271014,0.9994793544871488,0.3416483774781227
11,0.0004235174191774452,3.6257037924151696,1.9041280924389434,0.9984552056428477,12.780198687687516,,,,
12,0.0003474550283040889,3.5937972055888223,1.8957313115494037,0.9940522950703115,12.817824652418494,,,,
13,0.00027518573587983607,3.269845109780439,1.8082713042517815,0.9481914600187394,12.809194408357143,,,,
14,0.00020848905173220228,2.4606161676646705,1.5686351289145193,0.8225350428633332,12.555047519505024,,,,
15,0.00014900726957850613,2.1371710578842316,1.4619066515630303,0.766570438308796,12.474380603060126,,,,
16,9.820502830408878e-05,2.0600800399201598,1.4352978923973099,0.7526176945255227,12.523411693051457,,,,
17,5.733324769209867e-05,2.011624550898204,1.418317507083024,0.7437139242596408,12.533190244808793,,,,
18,2.7398326626865973e-05,1.9836087824351298,1.408406469182505,0.7385169377924564,12.45417901687324,,,,
19,9.13736221332388e-06,1.9725169660678643,1.404463230585929,0.7364492878400435,12.510412488132715,,,,
20,3e-06,1.965712375249501,1.402038649698895,0.7351779260637571,12.451428066939116,1.9739119261477045,1.4049597596186534,0.7429727019816049,0.3609531130641699
