epoch,learning_rate,train_mse,train_rmse,train_relative_l2,train_seconds,validation_mse,validation_rmse,validation_relative_l2,validation_seconds
1,0.00013999788729866807,0.0005817047545533932,0.024118556228625982,9.04549735879929,16.10030870139599,,,,
2,0.00013999154932499373,1.8902070127323476e-05,0.0043476511045992955,1.630556327871652,15.609350146725774,,,,
3,0.00013998098646993303,1.2453935817330184e-05,0.003529013433996842,1.323531959558646,15.533555559813976,,,,
4,0.0001399661993850526,1.1438364421060224e-05,0.003382065111889513,1.2684200127355096,15.616368232294917,,,,
5,0.0001399471889824895,9.312720688993107e-06,0.0030516750628127344,1.1445096438234168,14.94276494346559,,,,
6,0.00013992395643489493,8.399461605353746e-06,0.0028981824658488543,1.0869431896265418,15.088440544903278,,,,
7,0.0001398965031753618,1.0018719123033231e-05,0.0031652360295929324,1.1870998360870921,15.227736484259367,,,,
8,0.00013986483089733655,1.110999360531866e-05,0.003333165703249489,1.2500805624656384,15.194397708401084,,,,
9,0.00013982894155451447,7.830301920572917e-06,0.00279826766421172,1.049471006338855,15.069981159642339,,,,
10,0.00013978883736071924,8.133575683106444e-06,0.0028519424403564745,1.0696013040158903,15.072924803942442,,,,
11,0.00013974452078976642,7.717062518030345e-06,0.0027779601361485272,1.0418546962838973,14.691994983702898,,,,
12,0.00013969599457531093,8.172827471278147e-06,0.0028588157462974325,1.07217897508223,14.525888750329614,,,,
13,0.00013964326171067823,1.0435657919999845e-05,0.0032304268943902513,1.2115490883656266,14.635955588892102,,,,
14,0.00013958632544867978,7.830332377237712e-06,0.002798273106263524,1.0494728787469205,15.939427388831973,,,,
15,0.00013952518930141243,7.715146032398095e-06,0.0027776151699611114,1.0417252633223446,16.26601505279541,,,,
16,0.0001394598570400417,7.840805662844233e-06,0.002800143864669141,1.0501744936840003,15.829023439437151,,,,
17,0.00013939033269456922,7.815555564895599e-06,0.0027956315145053717,1.048482168118749,15.586560361087322,,,,
18,0.00013931662055358414,7.5841465871967e-06,0.0027539329307731336,1.0328433488132047,15.890716511756182,,,,
19,0.0001392387251639985,7.576240037015812e-06,0.0027524970548605155,1.0323048888405566,15.75967638194561,,,,
20,0.00013915665133076686,7.721428480928767e-06,0.0027787458467677046,1.0421493157997428,15.919635700061917,7.966802505675903e-06,0.0028225524805884305,1.0619058070620502,0.7111505325883627
21,0.00013907040411658986,7.972635813577922e-06,0.0028235856306437603,1.0589661650777713,15.58195342682302,,,,
22,0.00013897998884160193,7.51694091065915e-06,0.0027417040158739144,1.0282569795244962,15.479890206828713,,,,
23,0.00013888541108304312,7.613460365645662e-06,0.0027592499643282887,1.0348375760144102,15.630981221795082,,,,
24,0.00013878667667491508,8.656735144213526e-06,0.002942233020039971,1.1034640437968763,15.456656428053975,,,,
25,0.0001386837917076212,9.161071625060427e-06,0.0030267262223498885,1.1351526928290843,15.494730105623603,,,,
26,0.00013857676252759086,7.451989027316461e-06,0.0027298331500874664,1.0238049488838104,15.430995913222432,,,,
27,0.0001384655957368881,7.640192180336592e-06,0.002764089756201233,1.0366528174382492,15.514602348208427,,,,
28,0.0001383502981928041,7.496833420561222e-06,0.0027380345908262775,1.0268808422277325,15.319882107898593,,,,
29,0.0001382308770074346,7.605735032620306e-06,0.0027578497117537615,1.0343124209908479,15.201049398630857,,,,
30,0.00013810733954724074,7.474184321786115e-06,0.00273389544821782,1.0253285404678019,15.435037864372134,,,,
31,0.00013797969343259505,7.48582485907092e-06,0.002736023548705479,1.0261266698068012,15.188107639551163,,,,
32,0.00013784794653731112,7.434948523363429e-06,0.0027267102015732124,1.0226337635114193,15.425430670380592,,,,
33,0.00013771210698815804,7.4781916574565715e-06,0.002734628248493124,1.0256034819732665,15.207562191411853,,,,
34,0.00013757218316435906,7.657140552878618e-06,0.0027671538722807984,1.0378018263399387,15.13717151992023,,,,
35,0.0001374281836970747,7.489020524624579e-06,0.002736607484573661,1.026345615946974,15.00511322543025,,,,
36,0.00013728011746887047,7.998685398977435e-06,0.0028281947243740902,1.0606948872443855,15.585536001250148,,,,
37,0.00013712799361316873,7.628476262806418e-06,0.0027619696346640778,1.0358574585859552,15.40503353998065,,,,
38,0.00013697182151368547,7.48483273321521e-06,0.002735842234708575,1.0260586143040413,15.419923270121217,,,,
39,0.00013681161080385146,7.619539515938826e-06,0.002760351339220938,1.0352507499088979,15.399055929854512,,,,
40,0.0001366473713662179,7.592665316339976e-06,0.002755479144602618,1.0334233562101345,15.682431302964687,8.556143252435558e-06,0.0029250885888183896,1.100482127435812,0.4956589136272669
