epoch,learning_rate,train_mse,train_rmse,train_relative_l2,train_seconds,validation_mse,validation_rmse,validation_relative_l2,validation_seconds
1,0.0009999901600367843,3.642547601866579,1.908545939155403,1.0002509605248093,7.611090681515634,,,,
2,0.0009999606405356025,3.6409707027351548,1.9081327791155296,1.0000344287096026,7.093745965510607,,,,
3,0.0009999114426618334,3.6406762911676647,1.9080556310463448,0.9999939940982279,7.075497071258724,,,,
4,0.0009998425683577252,3.6170897188045785,1.901864800348484,0.9967494388361436,6.97021119762212,,,,
5,0.0009997540203423175,1.9158896221229416,1.3841566465263033,0.7254234685433733,7.230063744820654,,,,
6,0.0009996458021113341,0.5347678777706123,0.7312782492120303,0.3832560463976578,7.011685385368764,,,,
7,0.0009995179179370457,0.003677229255973222,0.06064016207080273,0.031780938101452716,7.078420395031571,,,,
8,0.0009993703728681002,0.0018635375976086615,0.04316871086340964,0.022624314964367082,6.414727135561407,,,,
9,0.0009992031727293245,0.0064477782513567075,0.08029805882682786,0.04208345678328788,7.03262697532773,,,,
10,0.0009990163241214937,0.001435509551832538,0.03788811887429274,0.01985680643299438,6.951638204045594,,,,
11,0.000998809834421071,0.0011247144667212358,0.03353676291357346,0.017576301762407376,7.120242980308831,,,,
12,0.0009985837117799162,0.025606232726121853,0.16001947608376255,0.08386470102875065,7.049740007147193,,,,
13,0.000998337965124964,0.0008592775129272552,0.029313435706638948,0.015362895716619208,7.055848615244031,,,,
14,0.0009980726041578718,0.0011912628964035811,0.034514676536273395,0.018088817039536343,7.325336587615311,,,,
15,0.0009977876393546356,0.006577149961903662,0.08109962985059588,0.04250355257067323,7.020699746906757,,,,
16,0.0009974830819651783,0.0007413616268458718,0.027227956714485056,0.014269915794776489,7.027333106845617,,,,
17,0.000997158944012904,0.0007819420841639627,0.027963227356011013,0.014655264217858602,7.086035908199847,,,,
18,0.0009968152382942243,0.008246530662848802,0.09081041054223245,0.04759288135917725,6.982481413520873,,,,
19,0.0009964519783780522,0.0007032297258367557,0.026518478950285886,0.013898085168159704,7.039315368980169,,,,
20,0.0009960691786052673,0.0006276660027380237,0.02505326331514567,0.013130179438796429,7.166620936244726,0.026842725498709613,0.16383749723036425,0.08666054097924278,0.5110381050035357
21,0.000995666854088149,0.005475669802305941,0.07399776890086579,0.03878153404030647,7.213126741349697,,,,
22,0.0009952450207097805,0.000636619343705282,0.025231316725555206,0.013223495582514332,6.446550958789885,,,,
23,0.0009948036951234213,0.004063148669901484,0.0637428323021615,0.033407018370581555,7.153695122338831,,,,
24,0.00099434289475185,0.0006993925575724619,0.026446031036290906,0.013860115911829672,7.166187169030309,,,,
25,0.000993862637786676,0.0005597765348152724,0.02365959709748398,0.012399772124373418,7.14675157237798,,,,
26,0.000993362943187622,0.0005714831819315394,0.023905714420019732,0.012528759870517867,7.199475589208305,,,,
27,0.0009928438306817753,0.004747094218126552,0.06889915977808839,0.036109401028131066,7.095425617881119,,,,
28,0.0009923053207628086,0.0005423491941954562,0.02328839183360363,0.012205226937545782,7.419417079538107,,,,
29,0.0009917474346901715,0.0008385428824348602,0.02895760491537344,0.015176408141971574,6.9950155690312386,,,,
30,0.000991170194488251,0.0014624479491315678,0.0382419658115475,0.0200422542839315,7.030017310753465,,,,
31,0.0009905736229455016,0.0004480951161798603,0.021168257277817185,0.011094084375081024,7.107640489935875,,,,
32,0.0009899577436135467,0.004732339228484445,0.06879199974186276,0.03605323946676751,7.1222330164164305,,,,
33,0.0009893225808062474,0.0004498194361399272,0.021208947077587966,0.011115409499450342,6.990639250725508,,,,
34,0.0009886681595987442,0.0004690219966713302,0.021656915677707438,0.01135018564346229,7.093879873864353,,,,
35,0.0009879945058264654,0.0008224663976185812,0.028678674962741586,0.01503022357227889,6.974922636523843,,,,
36,0.0009873016460841086,0.0004318699457688246,0.02078148083676485,0.010891378477648017,6.349383396096528,,,,
37,0.00098658960772459,0.0011846180282667012,0.034418280437388225,0.018038296772380807,7.253014046698809,,,,
38,0.0009858584188579649,0.0015980166475810928,0.03997520040701601,0.020950626246769733,7.161311852745712,,,,
39,0.0009851081083503176,0.0003940602454596651,0.01985095074447733,0.010403696408971368,7.148477948270738,,,,
40,0.0009843387058226225,0.0004294958374814359,0.020724281350180417,0.01086140076460166,6.924392573535442,0.0006527283410588187,0.025548548707486667,0.013513701622970076,0.39224168565124273
41,0.0009835502416495738,0.005822793415801492,0.07630723042937342,0.03999190112921981,7.277778193354607,,,,
42,0.0009827427469583868,0.00035621129890639865,0.018873560843317264,0.009891455571098898,7.162661811336875,,,,
