epoch,learning_rate,train_mse,train_rmse,train_relative_l2,train_seconds,validation_mse,validation_rmse,validation_relative_l2,validation_seconds
1,0.0009999726669287078,3.639332135728543,1.9077033668074665,1.000329894001721,13.918523428961635,,,,
2,0.0009998906707122104,3.637146506986028,1.907130437853171,1.0000296356559595,12.860616147518158,,,,
3,0.000999754020342317,3.6369061876247506,1.9070674313261056,0.9999965424499744,12.938682954758406,,,,
4,0.0009995627308042809,3.636665868263473,1.9070044227173342,0.9999633932764193,12.974148780107498,,,,
5,0.000999316823075155,3.636407984031936,1.9069368065124592,0.9999280475662283,12.8548039868474,,,,
6,0.0009990163241214932,3.6361065868263474,1.906857778342776,0.9998866629544458,13.09957069158554,,,,
7,0.0009986612668963922,3.636015169660679,1.9068338075618123,0.999874038676542,13.05429689772427,,,,
8,0.0009982516903358778,3.635352894211577,1.9066601412447832,0.999783029269421,12.984212743118405,,,,
9,0.0009977876393546352,3.6331329341317367,1.9060778929864688,0.9994777195212955,13.00060528703034,,,,
10,0.000997269164841084,3.625263872255489,1.9040125714541616,0.9983947402460077,13.320727121084929,3.5566312375249503,1.885903294849699,0.9973059064914508,0.3724840208888054
11,0.0009966963236517975,3.421185229540918,1.8496446224993919,0.9698860645232751,13.217414494603872,,,,
12,0.0009960691786052671,2.3414215568862273,1.5301704339341509,0.802365515848229,13.281511396169662,,,,
13,0.0009953877984750145,2.0031784431137725,1.4153368655955276,0.742150984673542,13.389968916773796,,,,
14,0.0009946522579820495,1.9152744510978044,1.3839344099695636,0.7256847231338455,13.43092679604888,,,,
15,0.000993862637786676,1.8343780439121757,1.3543921307775588,0.7101937515792016,13.014715425670147,,,,
16,0.0009930190244796465,1.841049500998004,1.3568527926779692,0.7114839546863423,12.713283188641071,,,,
17,0.0009921215105726667,1.7897800399201598,1.3378266105591412,0.7015074364866252,12.743917172774673,,,,
18,0.0009911701944882512,1.7687125748502994,1.3299295375508806,0.6973664996880538,12.826216045767069,,,,
19,0.0009901651805489283,1.699948502994012,1.303820732690661,0.6836760330567967,12.756637493148446,,,,
20,0.000989106578965802,1.59151876247505,1.2615541060434348,0.6615129557929194,12.7832598593086,1.7455344311377246,1.3211867510453337,0.6986717473765125,0.3850213810801506
21,0.0009879945058264654,0.865510379241517,0.9303281030053413,0.4878300950808387,12.328420158475637,,,,
22,0.0009868290830822703,0.3570652195608782,0.5975493448752816,0.3133330453913931,12.359700134024024,,,,
23,0.0009856104385349534,0.16530819610778444,0.40658110643238754,0.21319627804738303,12.34736810065806,,,,
24,0.0009843387058226223,0.13608288423153692,0.3688941368896189,0.1934346293191232,12.241321383044124,,,,
25,0.0009830140244051003,0.0856000998003992,0.29257494732187717,0.15341561334775444,12.357433436438441,,,,
26,0.0009816365395486323,0.051168946482035925,0.22620554034336984,0.1186139275993526,12.21408705227077,,,,
27,0.0009802064023099557,0.040716744635728545,0.20178390578965544,0.10580812557833319,12.403863545507193,,,,
28,0.0009787237695197352,0.050999996881237526,0.225831788907668,0.1184179524894437,12.267215196043253,,,,
29,0.0009771888037653637,0.033079544036926145,0.18187782722730703,0.0953700930486501,12.304148204624653,,,,
30,0.0009756016733731337,0.04975561689121757,0.22305967114478037,0.11696434221408826,12.175935629755259,0.06362655158433134,0.25224304070545006,0.13339150265759395,0.3403748385608196
31,0.0009739625523897781,0.022507906062874252,0.15002635122829006,0.07866835042517958,12.564766881987453,,,,
32,0.0009722716205633839,0.019946737774451096,0.1412329202928662,0.0740573876167405,12.591476827859879,,,,
33,0.000970529063323681,0.020502902008483034,0.14318834452734983,0.07508272833948339,12.654135221615434,,,,
34,0.0009687350717617074,0.018711191679141717,0.13678885802265373,0.07172708359515975,12.575858063995838,,,,
35,0.0009668898426088545,0.01607939745508982,0.12680456401521917,0.06649168065058998,12.605953993275762,,,,
36,0.0009649935782152928,0.007615150168413173,0.08726482778538655,0.045758487529189,12.64358893968165,,,,
37,0.000963046486527782,0.014708495508982036,0.12127858635794711,0.06359406683526757,12.507551601156592,,,,
